-1 0.96531
-0.9998 0.965589
-0.9996 0.965866
-0.9994 0.966141
-0.9992 0.966413
-0.999 0.966683
-0.9988 0.966952
-0.9986 0.967218
-0.9984 0.967481
-0.9982 0.967743
-0.998 0.968003
-0.9978 0.96826
-0.9976 0.968516
-0.9974 0.968769
-0.9972 0.96902
-0.997 0.969269
-0.9968 0.969516
-0.9966 0.969761
-0.9964 0.970004
-0.9962 0.970245
-0.996 0.970483
-0.9958 0.97072
-0.9956 0.970955
-0.9954 0.971187
-0.9952 0.971418
-0.994999 0.971646
-0.994799 0.971872
-0.994599 0.972097
-0.994399 0.972319
-0.994199 0.972539
-0.993999 0.972758
-0.993799 0.972974
-0.993599 0.973188
-0.993399 0.9734
-0.993199 0.973611
-0.992999 0.973819
-0.992799 0.974025
-0.992599 0.974229
-0.992399 0.974432
-0.992199 0.974632
-0.991999 0.974831
-0.991799 0.975027
-0.991599 0.975222
-0.991399 0.975414
-0.991199 0.975605
-0.990999 0.975793
-0.990799 0.97598
-0.990599 0.976165
-0.990399 0.976348
-0.990199 0.976529
-0.989999 0.976708
-0.989799 0.976885
-0.989599 0.97706
-0.989399 0.977234
-0.989199 0.977405
-0.988999 0.977575
-0.988799 0.977742
-0.988599 0.977908
-0.988399 0.978072
-0.988199 0.978234
-0.987999 0.978394
-0.987799 0.978553
-0.987599 0.978709
-0.987399 0.978864
-0.987199 0.979017
-0.986999 0.979168
-0.986799 0.979317
-0.986599 0.979464
-0.986399 0.97961
-0.986199 0.979754
-0.985999 0.979895
-0.985799 0.980036
-0.985599 0.980174
-0.985399 0.98031
-0.985199 0.980445
-0.984998 0.980578
-0.984798 0.980709
-0.984598 0.980838
-0.984398 0.980966
-0.984198 0.981092
-0.983998 0.981216
-0.983798 0.981338
-0.983598 0.981459
-0.983398 0.981578
-0.983198 0.981695
-0.982998 0.98181
-0.982798 0.981924
-0.982598 0.982036
-0.982398 0.982146
-0.982198 0.982254
-0.981998 0.982361
-0.981798 0.982466
-0.981598 0.982569
-0.981398 0.982671
-0.981198 0.982771
-0.980998 0.982869
-0.980798 0.982965
-0.980598 0.98306
-0.980398 0.983154
-0.980198 0.983245
-0.979998 0.983335
-0.979798 0.983423
-0.979598 0.98351
-0.979398 0.983594
-0.979198 0.983678
-0.978998 0.983759
-0.978798 0.983839
-0.978598 0.983918
-0.978398 0.983994
-0.978198 0.984069
-0.977998 0.984143
-0.977798 0.984215
-0.977598 0.984285
-0.977398 0.984354
-0.977198 0.984421
-0.976998 0.984486
-0.976798 0.98455
-0.976598 0.984612
-0.976398 0.984673
-0.976198 0.984732
-0.975998 0.984789
-0.975798 0.984845
-0.975598 0.9849
-0.975398 0.984953
-0.975198 0.985004
-0.974997 0.985054
-0.974797 0.985102
-0.974597 0.985148
-0.974397 0.985194
-0.974197 0.985237
-0.973997 0.985279
-0.973797 0.98532
-0.973597 0.985359
-0.973397 0.985396
-0.973197 0.985432
-0.972997 0.985467
-0.972797 0.9855
